t	e	n	u	dpe	dpn	dpu
2017.215600	-0.357342	-0.326555	0.447969	0.000796	0.000698	0.002981
2017.218300	-0.358891	-0.324394	0.441596	0.000800	0.000706	0.002990
2017.221100	-0.357996	-0.326165	0.443319	0.000798	0.000701	0.002935
2017.223800	-0.359249	-0.323324	0.454187	0.000812	0.000729	0.003052
2017.226600	-0.357123	-0.324092	0.448600	0.000846	0.000773	0.003300
2017.229300	-0.358528	-0.324159	0.449723	0.000812	0.000711	0.003050
2017.232000	-0.359154	-0.325739	0.450786	0.000807	0.000713	0.003045
2017.234800	-0.359580	-0.325204	0.444420	0.000792	0.000697	0.002969
2017.237500	-0.357802	-0.327677	0.448206	0.000794	0.000712	0.002991
2017.240200	-0.360592	-0.326395	0.449856	0.000798	0.000711	0.003021
2017.245700	-0.359523	-0.326221	0.448438	0.000795	0.000711	0.003006
2017.248500	-0.359874	-0.323567	0.441808	0.000816	0.000724	0.003068
2017.251200	-0.358867	-0.325221	0.444160	0.000794	0.000710	0.002981
2017.253900	-0.358722	-0.326629	0.446111	0.000794	0.000705	0.002945
2017.256700	-0.359713	-0.324696	0.442708	0.000807	0.000702	0.003005
2017.259400	-0.357763	-0.327367	0.434436	0.000810	0.000732	0.003024
2017.262100	-0.358333	-0.328007	0.434079	0.000785	0.000706	0.002883
2017.264900	-0.359535	-0.326183	0.444516	0.000798	0.000703	0.002959
2017.267600	-0.357791	-0.325356	0.438544	0.000780	0.000709	0.002911
2017.270400	-0.361385	-0.326703	0.438205	0.000791	0.000700	0.002937
2017.273100	-0.357362	-0.328262	0.438624	0.000790	0.000705	0.002895
2017.275800	-0.358699	-0.325768	0.443926	0.000777	0.000699	0.002855
2017.278600	-0.358476	-0.324626	0.440825	0.000788	0.000702	0.002949
2017.281300	-0.359227	-0.325837	0.447397	0.000783	0.000704	0.002938
2017.284100	-0.358748	-0.323652	0.444738	0.000792	0.000713	0.002982
2017.286800	-0.359101	-0.325340	0.444187	0.000784	0.000688	0.002891
2017.289500	-0.356816	-0.323125	0.436164	0.000811	0.000722	0.003023
2017.292300	-0.359732	-0.326966	0.446692	0.000779	0.000698	0.002904
2017.295000	-0.359228	-0.325144	0.440478	0.000782	0.000684	0.002895
2017.297700	-0.357486	-0.325657	0.442749	0.000795	0.000699	0.002956
2017.300500	-0.358994	-0.323690	0.445809	0.000784	0.000706	0.002945
2017.303200	-0.356338	-0.323089	0.441029	0.000806	0.000717	0.002968
2017.306000	-0.359275	-0.324154	0.438088	0.000810	0.000720	0.003060
2017.308700	-0.359062	-0.324189	0.430694	0.000813	0.000726	0.003075
2017.311400	-0.357926	-0.322505	0.431378	0.000781	0.000714	0.002959
2017.314200	-0.360654	-0.325234	0.441152	0.000788	0.000698	0.002890
2017.316900	-0.359253	-0.327349	0.440368	0.000777	0.000691	0.002865
2017.319600	-0.359378	-0.326222	0.440025	0.000798	0.000721	0.003031
2017.322400	-0.356895	-0.327192	0.433765	0.000820	0.000752	0.003142
2017.325100	-0.355847	-0.324605	0.441367	0.000810	0.000718	0.003009
2017.327900	-0.356905	-0.323695	0.425976	0.000804	0.000715	0.003003
2017.330600	-0.356804	-0.325302	0.429197	0.000790	0.000700	0.002942
2017.333300	-0.357268	-0.325872	0.432485	0.000824	0.000725	0.003079
2017.336100	-0.356596	-0.325790	0.431154	0.000768	0.000684	0.002811
2017.338800	-0.357233	-0.324954	0.432034	0.000797	0.000715	0.002982
2017.341500	-0.357691	-0.324809	0.438738	0.000809	0.000716	0.002978
2017.344300	-0.358482	-0.323455	0.438304	0.000780	0.000694	0.002906
2017.347000	-0.358598	-0.322408	0.435590	0.000801	0.000705	0.003020
2017.349800	-0.359105	-0.322911	0.443997	0.000784	0.000704	0.002893
2017.352500	-0.357402	-0.324823	0.432170	0.000796	0.000703	0.002975
2017.355200	-0.356060	-0.324728	0.439373	0.000805	0.000718	0.003049
2017.358000	-0.357778	-0.323608	0.436129	0.000877	0.000770	0.003226
2017.360700	-0.356796	-0.323872	0.432106	0.000799	0.000724	0.002959
2017.363400	-0.358978	-0.325327	0.435170	0.000797	0.000710	0.002975
2017.366200	-0.361232	-0.322709	0.433050	0.000788	0.000691	0.002926
2017.368900	-0.358308	-0.323091	0.431475	0.000781	0.000688	0.002898
2017.371700	-0.358437	-0.324616	0.435297	0.000813	0.000730	0.003067
2017.374400	-0.362410	-0.325132	0.435655	0.000844	0.000729	0.003153
2017.377100	-0.362131	-0.327183	0.435462	0.000865	0.000793	0.003290
2017.379900	-0.358935	-0.325028	0.441832	0.000829	0.000719	0.003061
2017.382600	-0.359640	-0.324137	0.442107	0.000799	0.000699	0.002952
2017.385400	-0.357995	-0.325761	0.432910	0.000811	0.000712	0.003042
2017.388100	-0.359091	-0.325691	0.429419	0.000822	0.000733	0.003075
2017.390800	-0.361696	-0.323265	0.431604	0.000811	0.000730	0.003087
2017.393600	-0.357126	-0.322920	0.432037	0.000796	0.000699	0.002950
2017.396300	-0.360539	-0.323925	0.421074	0.000831	0.000743	0.003112
2017.399000	-0.359741	-0.323030	0.428513	0.000808	0.000710	0.002965
2017.401800	-0.358802	-0.320544	0.423724	0.000801	0.000712	0.003003
2017.404500	-0.358678	-0.325663	0.434585	0.000786	0.000691	0.002907
2017.407300	-0.358271	-0.323324	0.428092	0.000795	0.000710	0.002988
2017.410000	-0.359281	-0.323844	0.430778	0.000812	0.000737	0.003031
2017.412700	-0.362534	-0.324206	0.432469	0.000819	0.000715	0.003019
2017.415500	-0.359699	-0.323558	0.433090	0.000782	0.000692	0.002880
2017.418200	-0.360469	-0.324149	0.432720	0.000822	0.000733	0.003143
2017.420900	-0.361280	-0.325118	0.429104	0.000810	0.000722	0.003019
2017.423700	-0.360036	-0.325672	0.425223	0.000780	0.000700	0.002896
2017.426400	-0.359743	-0.324456	0.431128	0.000835	0.000741	0.003168
2017.429200	-0.359450	-0.325131	0.438173	0.000803	0.000706	0.002989
2017.431900	-0.361428	-0.326292	0.439774	0.000795	0.000719	0.003106
2017.434600	-0.358223	-0.324338	0.441097	0.000826	0.000762	0.003176
2017.437400	-0.359804	-0.325031	0.428652	0.000777	0.000686	0.002863
2017.440100	-0.358655	-0.321251	0.428307	0.000789	0.000716	0.002979
2017.442800	-0.362606	-0.322345	0.443597	0.000785	0.000701	0.002876
2017.445600	-0.359564	-0.324242	0.429120	0.000796	0.000714	0.002992
2017.448300	-0.359408	-0.322927	0.433958	0.000803	0.000717	0.003023
2017.451100	-0.356644	-0.322218	0.434693	0.000804	0.000712	0.002994
2017.453800	-0.359159	-0.323310	0.437827	0.000830	0.000739	0.003102
2017.456500	-0.358877	-0.322725	0.442213	0.000848	0.000735	0.003073
2017.459300	-0.360449	-0.323297	0.443037	0.000841	0.000739	0.003188
2017.462000	-0.358119	-0.321846	0.432934	0.000789	0.000700	0.002950
2017.464800	-0.357133	-0.322094	0.435171	0.000800	0.000702	0.002987
2017.467500	-0.358599	-0.324407	0.437571	0.000792	0.000697	0.002907
2017.470200	-0.359511	-0.324587	0.436335	0.000790	0.000707	0.002945
2017.473000	-0.359481	-0.324908	0.444276	0.000829	0.000722	0.003215
2017.475700	-0.357112	-0.323013	0.431844	0.000814	0.000724	0.003046
2017.478400	-0.359870	-0.324827	0.438275	0.000800	0.000720	0.002985
2017.481200	-0.360447	-0.320110	0.433813	0.000785	0.000692	0.002909
2017.483900	-0.360366	-0.321169	0.439671	0.000772	0.000690	0.002850
2017.486700	-0.361469	-0.322111	0.439098	0.000788	0.000704	0.002917
2017.489400	-0.360560	-0.320100	0.443786	0.000788	0.000692	0.002907
2017.492100	-0.356570	-0.321643	0.444778	0.000804	0.000702	0.002937
2017.494900	-0.359411	-0.321970	0.436553	0.000795	0.000712	0.002959
2017.497600	-0.358990	-0.319450	0.429799	0.000828	0.000725	0.003069
2017.500300	-0.360800	-0.322704	0.438195	0.000880	0.000796	0.003295
2017.503100	-0.358177	-0.324146	0.442095	0.000810	0.000729	0.003067
2017.505800	-0.362089	-0.322891	0.439483	0.000824	0.000721	0.003076
2017.508600	-0.356898	-0.321205	0.434622	0.000794	0.000697	0.002909
2017.511300	-0.358965	-0.322136	0.442877	0.000801	0.000698	0.002872
2017.514000	-0.359788	-0.319403	0.440947	0.000788	0.000693	0.002848
2017.516800	-0.358670	-0.321783	0.445762	0.000782	0.000685	0.002867
2017.519500	-0.359561	-0.320024	0.438833	0.000799	0.000698	0.002948
2017.522200	-0.359282	-0.318255	0.449781	0.000798	0.000697	0.002974
2017.525000	-0.358303	-0.320145	0.440219	0.000793	0.000696	0.002939
2017.527700	-0.358747	-0.319735	0.440240	0.000803	0.000702	0.002973
2017.530500	-0.361288	-0.320464	0.446466	0.000810	0.000712	0.002995
2017.533200	-0.360500	-0.319195	0.452056	0.000808	0.000715	0.003040
2017.535900	-0.359661	-0.321281	0.437531	0.000814	0.000718	0.002987
2017.538700	-0.358780	-0.320071	0.445656	0.000788	0.000692	0.002897
2017.541400	-0.357820	-0.320217	0.446735	0.000788	0.000690	0.002898
2017.544100	-0.358253	-0.321702	0.439020	0.000778	0.000687	0.002875
2017.546900	-0.360640	-0.321322	0.442027	0.000783	0.000680	0.002879
2017.549600	-0.360576	-0.321382	0.443492	0.000784	0.000687	0.002913
2017.552400	-0.361136	-0.318414	0.442470	0.000797	0.000698	0.002926
2017.555100	-0.357391	-0.320503	0.442785	0.000788	0.000690	0.002900
2017.557800	-0.359497	-0.322374	0.446028	0.000806	0.000712	0.002960
2017.560600	-0.359241	-0.320744	0.451998	0.000796	0.000714	0.002970
2017.563300	-0.357337	-0.318327	0.444262	0.000817	0.000716	0.003044
2017.566100	-0.358019	-0.318714	0.452486	0.000793	0.000699	0.002924
2017.568800	-0.359021	-0.320341	0.450835	0.000782	0.000689	0.002860
2017.571500	-0.358057	-0.319097	0.445850	0.000776	0.000685	0.002825
2017.574300	-0.357026	-0.319040	0.442755	0.000789	0.000698	0.002885
2017.577000	-0.356597	-0.318636	0.441266	0.000795	0.000702	0.002936
2017.579700	-0.359558	-0.319265	0.454236	0.000787	0.000700	0.002901
2017.582500	-0.355179	-0.321528	0.443146	0.000840	0.000732	0.003071
2017.585200	-0.359682	-0.316762	0.446334	0.000800	0.000698	0.002942
2017.588000	-0.356577	-0.318111	0.444935	0.000817	0.000709	0.002976
2017.590700	-0.359625	-0.319127	0.448326	0.000827	0.000735	0.003046
2017.593400	-0.360633	-0.321201	0.454498	0.000861	0.000753	0.003207
2017.596200	-0.361751	-0.317142	0.459145	0.000835	0.000726	0.003091
2017.598900	-0.359133	-0.319516	0.455549	0.000835	0.000752	0.003164
2017.601600	-0.357141	-0.318814	0.453878	0.000845	0.000729	0.003122
2017.604400	-0.359906	-0.318511	0.451549	0.000811	0.000721	0.003036
2017.607100	-0.358154	-0.317543	0.461648	0.000793	0.000697	0.002917
2017.609900	-0.357431	-0.318143	0.458762	0.000845	0.000729	0.003113
2017.612600	-0.358954	-0.317996	0.462564	0.000816	0.000698	0.002998
2017.615300	-0.357207	-0.315751	0.455559	0.000816	0.000723	0.003058
2017.618100	-0.356483	-0.317784	0.457176	0.000854	0.000728	0.003119
2017.620800	-0.356683	-0.317926	0.457594	0.000810	0.000709	0.003002
2017.623500	-0.357468	-0.315082	0.460284	0.000817	0.000720	0.003028
2017.626300	-0.359505	-0.317652	0.465577	0.000856	0.000758	0.003186
2017.629000	-0.359585	-0.316097	0.471070	0.000824	0.000732	0.003037
2017.631800	-0.360672	-0.317066	0.463395	0.000801	0.000704	0.002962
2017.634500	-0.358942	-0.314924	0.456589	0.000818	0.000712	0.003041
2017.637200	-0.360092	-0.317136	0.471969	0.000872	0.000772	0.003317
2017.640000	-0.359224	-0.318937	0.476398	0.000889	0.000787	0.003362
2017.642700	-0.359570	-0.319366	0.465043	0.000853	0.000759	0.003228
2017.645400	-0.356690	-0.315852	0.468707	0.000967	0.000810	0.003496
2017.648200	-0.357862	-0.319071	0.466033	0.000884	0.000749	0.003276
2017.650900	-0.357865	-0.317092	0.464754	0.000820	0.000720	0.003093
2017.653700	-0.358543	-0.317716	0.479943	0.000814	0.000729	0.003075
2017.656400	-0.359391	-0.317781	0.466881	0.000898	0.000794	0.003307
2017.659100	-0.358581	-0.316826	0.464330	0.000847	0.000747	0.003227
2017.661900	-0.356665	-0.316494	0.465800	0.000809	0.000727	0.003061
2017.664600	-0.354464	-0.320215	0.471606	0.000864	0.000770	0.003226
2017.667400	-0.357685	-0.317338	0.478968	0.000871	0.000779	0.003250
2017.670100	-0.358098	-0.316885	0.475788	0.000823	0.000735	0.003123
2017.672800	-0.357340	-0.317593	0.469544	0.000838	0.000759	0.003203
2017.675600	-0.355831	-0.318001	0.471866	0.000828	0.000739	0.003121
2017.678300	-0.356770	-0.314639	0.480472	0.000824	0.000741	0.003064
2017.681000	-0.358534	-0.315779	0.482436	0.000798	0.000722	0.003009
2017.683800	-0.357181	-0.314870	0.481741	0.000802	0.000734	0.003086
2017.686500	-0.356970	-0.313520	0.490919	0.000822	0.000747	0.003105
2017.689300	-0.356059	-0.314029	0.478631	0.000798	0.000714	0.002987
2017.692000	-0.353359	-0.315340	0.484896	0.000837	0.000725	0.003107
2017.694700	-0.357836	-0.313610	0.484998	0.000818	0.000734	0.003080
2017.697500	-0.359143	-0.314731	0.483710	0.000875	0.000806	0.003478
2017.700200	-0.357042	-0.317878	0.477275	0.000845	0.000765	0.003329
2017.702900	-0.352938	-0.314218	0.483303	0.000832	0.000770	0.003221
2017.705700	-0.356135	-0.313508	0.484520	0.000811	0.000727	0.003061
2017.708400	-0.356570	-0.315435	0.494245	0.000896	0.000783	0.003242
2017.711200	-0.357319	-0.314278	0.483439	0.000806	0.000737	0.003061
2017.713900	-0.358799	-0.316330	0.482833	0.000844	0.000755	0.003192
2017.716600	-0.358698	-0.314734	0.497664	0.000808	0.000713	0.003002
2017.719400	-0.356271	-0.313828	0.486750	0.000805	0.000715	0.002947
2017.722100	-0.356838	-0.313860	0.491985	0.000823	0.000726	0.003081
2017.724800	-0.359210	-0.313496	0.490407	0.000787	0.000708	0.002949
2017.727600	-0.357253	-0.314043	0.498283	0.000821	0.000717	0.003067
2017.730300	-0.357275	-0.313608	0.489824	0.000809	0.000719	0.003011
2017.733100	-0.354555	-0.313328	0.485480	0.000813	0.000753	0.003111
2017.735800	-0.356200	-0.313511	0.486693	0.000815	0.000726	0.003006
2017.738500	-0.355366	-0.313911	0.500988	0.000833	0.000736	0.003179
2017.741300	-0.357707	-0.314578	0.489988	0.000803	0.000734	0.003081
2017.744000	-0.355440	-0.314405	0.492924	0.001081	0.000900	0.003925
2017.746700	-0.357528	-0.312590	0.490681	0.000815	0.000721	0.003057
2017.749500	-0.358397	-0.310937	0.497360	0.000817	0.000726	0.003046
2017.752200	-0.357258	-0.310450	0.508860	0.000806	0.000725	0.003017
2017.755000	-0.356870	-0.312342	0.500948	0.000805	0.000738	0.003032
2017.757700	-0.358199	-0.315271	0.496621	0.000848	0.000765	0.003233
2017.760400	-0.357888	-0.314027	0.500823	0.000832	0.000733	0.003103
2017.763200	-0.355601	-0.311794	0.491652	0.000837	0.000746	0.003180
2017.765900	-0.357909	-0.312767	0.497999	0.000808	0.000730	0.003040
2017.768700	-0.357200	-0.312711	0.504353	0.000808	0.000712	0.002974
2017.771400	-0.356549	-0.309991	0.489523	0.000796	0.000714	0.002999
2017.774100	-0.359090	-0.309683	0.496847	0.000794	0.000725	0.002991
2017.776900	-0.355522	-0.309535	0.500047	0.000835	0.000741	0.003080
2017.779600	-0.358795	-0.312224	0.499648	0.000815	0.000729	0.003094
2017.782300	-0.358681	-0.312750	0.503275	0.000841	0.000733	0.003223
2017.785100	-0.359191	-0.310989	0.502353	0.000817	0.000724	0.003086
2017.787800	-0.357168	-0.312222	0.500777	0.000830	0.000754	0.003215
2017.790600	-0.358014	-0.312946	0.492289	0.000831	0.000746	0.003176
2017.793300	-0.357391	-0.312463	0.490566	0.000836	0.000729	0.003180
2017.796000	-0.358548	-0.310029	0.498271	0.000825	0.000741	0.003170
2017.798800	-0.358717	-0.314591	0.494667	0.000811	0.000728	0.003070
2017.801500	-0.359006	-0.310343	0.509811	0.000867	0.000789	0.003336
2017.804200	-0.357458	-0.311864	0.497799	0.000798	0.000702	0.002986
2017.807000	-0.357823	-0.312264	0.497204	0.000825	0.000720	0.003079
2017.809700	-0.358252	-0.312876	0.501981	0.000823	0.000740	0.003126
2017.812500	-0.359669	-0.314807	0.492750	0.000822	0.000735	0.003166
2017.815200	-0.358321	-0.311205	0.505293	0.000800	0.000730	0.003031
2017.817900	-0.357407	-0.311065	0.490800	0.000829	0.000733	0.003127
2017.820700	-0.359895	-0.311444	0.492327	0.000835	0.000717	0.003055
2017.823400	-0.358696	-0.310104	0.496909	0.000820	0.000731	0.003021
2017.826100	-0.358080	-0.312239	0.498478	0.000823	0.000734	0.003086
2017.828900	-0.357759	-0.314201	0.494358	0.000842	0.000740	0.003140
2017.831600	-0.357281	-0.311554	0.489787	0.000792	0.000705	0.002982
2017.834400	-0.358351	-0.312171	0.499421	0.000841	0.000732	0.003091
2017.837100	-0.357839	-0.311110	0.497470	0.000868	0.000767	0.003275
2017.839800	-0.358714	-0.311876	0.500637	0.000813	0.000729	0.003070
2017.842600	-0.362666	-0.310261	0.493799	0.000831	0.000738	0.003207
2017.845300	-0.358950	-0.312262	0.506079	0.000829	0.000735	0.003152
2017.848000	-0.358721	-0.311685	0.498694	0.000837	0.000742	0.003164
2017.850800	-0.356138	-0.311688	0.495220	0.000823	0.000738	0.003129
2017.853500	-0.360101	-0.313278	0.498764	0.000805	0.000708	0.002993
2017.856300	-0.358344	-0.308899	0.504012	0.000832	0.000725	0.003104
2017.859000	-0.360732	-0.308547	0.498970	0.000839	0.000735	0.003170
2017.861700	-0.361772	-0.309054	0.499761	0.000804	0.000757	0.003159
2017.864500	-0.361465	-0.312197	0.508365	0.000902	0.000786	0.003379
2017.867200	-0.360205	-0.311675	0.495562	0.000821	0.000715	0.003042
2017.870000	-0.361750	-0.310782	0.492846	0.000781	0.000708	0.002979
2017.872700	-0.360114	-0.308619	0.496433	0.000798	0.000716	0.003018
2017.875400	-0.359009	-0.311262	0.492713	0.000798	0.000723	0.003016
2017.878200	-0.359648	-0.310144	0.505602	0.000827	0.000735	0.003066
2017.880900	-0.360583	-0.311810	0.506364	0.000837	0.000758	0.003246
2017.883600	-0.359602	-0.308731	0.500326	0.000793	0.000718	0.003040
2017.886400	-0.359079	-0.311084	0.504394	0.000810	0.000711	0.003035
2017.889100	-0.357077	-0.311754	0.495978	0.000858	0.000751	0.003230
2017.891900	-0.359448	-0.311224	0.499243	0.000812	0.000728	0.003080
2017.894600	-0.359507	-0.312060	0.500632	0.000817	0.000725	0.003071
2017.897300	-0.356811	-0.311838	0.485951	0.000813	0.000712	0.003061
2017.900100	-0.359444	-0.314203	0.498795	0.000813	0.000730	0.003108
2017.902800	-0.359656	-0.312729	0.496512	0.000787	0.000713	0.003015
2017.905500	-0.359199	-0.311808	0.500350	0.000796	0.000705	0.002973
2017.908300	-0.358371	-0.309431	0.495422	0.000808	0.000722	0.003074
2017.911000	-0.358974	-0.311493	0.493688	0.000841	0.000726	0.003136
2017.913800	-0.360984	-0.311507	0.497732	0.000854	0.000737	0.003089
2017.916500	-0.356475	-0.311427	0.507568	0.000826	0.000738	0.003059
2017.919200	-0.358762	-0.311427	0.493556	0.000811	0.000712	0.003044
2017.922000	-0.358248	-0.313927	0.501381	0.000819	0.000730	0.003136
2017.924700	-0.358964	-0.311401	0.496473	0.000798	0.000712	0.002994
2017.927400	-0.360051	-0.311435	0.505555	0.000810	0.000712	0.003024
2017.930200	-0.361904	-0.312842	0.503602	0.000841	0.000745	0.003147
2017.932900	-0.359000	-0.314599	0.498808	0.000856	0.000768	0.003319
2017.935700	-0.360420	-0.312750	0.494757	0.000805	0.000722	0.003025
2017.938400	-0.359021	-0.313839	0.495043	0.000803	0.000713	0.003014
2017.941100	-0.361294	-0.313190	0.493065	0.000811	0.000719	0.003030
2017.943900	-0.361012	-0.312496	0.500370	0.000786	0.000703	0.002925
2017.946600	-0.362679	-0.313482	0.497333	0.000788	0.000709	0.002991
2017.949300	-0.362169	-0.315795	0.496504	0.000812	0.000729	0.003088
2017.952100	-0.361646	-0.314477	0.486792	0.000816	0.000725	0.003046
2017.954800	-0.360708	-0.313270	0.497677	0.000798	0.000722	0.003057
2017.957600	-0.363397	-0.309033	0.490322	0.000811	0.000718	0.003046
2017.960300	-0.357729	-0.310748	0.488875	0.000806	0.000705	0.003085
2017.963000	-0.360475	-0.314694	0.490282	0.000801	0.000708	0.003030
2017.965800	-0.360850	-0.313939	0.490408	0.000845	0.000730	0.003170
2017.968500	-0.358275	-0.315634	0.496296	0.000795	0.000700	0.002954
2017.971300	-0.361352	-0.312332	0.501661	0.000804	0.000707	0.003030
2017.974000	-0.360212	-0.312118	0.493457	0.000814	0.000717	0.003082
2017.976700	-0.360268	-0.310720	0.499371	0.000786	0.000700	0.002933
2017.979500	-0.363201	-0.309632	0.487964	0.000811	0.000723	0.003079
2017.982200	-0.361787	-0.313599	0.490349	0.000795	0.000705	0.002950
2017.984900	-0.362648	-0.311195	0.489618	0.000784	0.000700	0.002900
2017.987700	-0.362266	-0.309530	0.492823	0.000795	0.000701	0.002949
2017.990400	-0.361669	-0.310677	0.497241	0.000787	0.000703	0.002987
2017.993200	-0.366099	-0.312266	0.493163	0.000837	0.000744	0.003188
2017.995900	-0.360858	-0.309425	0.490601	0.000788	0.000699	0.002915
2017.998600	-0.361418	-0.314890	0.489433	0.000804	0.000722	0.002987
2018.001400	-0.363602	-0.309307	0.488192	0.000827	0.000743	0.003076
2018.004100	-0.361774	-0.310884	0.479324	0.000837	0.000750	0.003184
2018.006800	-0.363832	-0.311762	0.491399	0.000802	0.000722	0.003043
2018.009600	-0.361380	-0.312039	0.486639	0.000785	0.000698	0.002904
2018.012300	-0.359740	-0.309097	0.479644	0.000800	0.000717	0.003029
2018.015100	-0.361729	-0.310643	0.487448	0.000801	0.000704	0.003011
2018.017800	-0.361938	-0.311797	0.484205	0.000802	0.000715	0.002973
2018.020500	-0.361359	-0.312669	0.485290	0.000779	0.000695	0.002872
2018.023300	-0.359352	-0.313633	0.485659	0.000795	0.000708	0.002991
2018.026000	-0.361427	-0.312736	0.489060	0.000784	0.000697	0.002906
2018.028700	-0.361545	-0.312015	0.489550	0.000779	0.000692	0.002884
2018.031500	-0.357790	-0.310619	0.486067	0.000790	0.000703	0.002970
2018.034200	-0.356904	-0.311083	0.485754	0.000818	0.000739	0.003070
2018.037000	-0.360146	-0.312711	0.475984	0.000803	0.000708	0.003033
2018.039700	-0.363426	-0.311915	0.486473	0.000792	0.000706	0.002965
2018.042400	-0.360215	-0.312406	0.481134	0.000792	0.000697	0.002934
2018.045200	-0.361288	-0.313175	0.494334	0.000839	0.000743	0.003196
2018.047900	-0.358473	-0.311989	0.489692	0.000791	0.000716	0.002967
2018.050700	-0.362142	-0.311236	0.480372	0.000812	0.000723	0.003045
2018.053400	-0.363015	-0.313122	0.478015	0.000784	0.000705	0.002883
2018.056100	-0.360010	-0.312363	0.489086	0.000801	0.000707	0.003008
2018.058900	-0.362221	-0.309626	0.478377	0.000816	0.000729	0.003096
2018.061600	-0.360032	-0.309580	0.489015	0.000821	0.000732	0.003155
2018.064300	-0.361212	-0.309064	0.481020	0.000805	0.000716	0.003041
2018.067100	-0.360215	-0.314482	0.473296	0.000809	0.000735	0.003114
2018.069800	-0.360527	-0.309722	0.490909	0.000800	0.000720	0.003038
2018.072600	-0.359246	-0.312530	0.485229	0.000803	0.000726	0.003059
2018.075300	-0.359298	-0.314098	0.478568	0.000804	0.000737	0.003055
2018.078000	-0.362013	-0.311698	0.487586	0.000805	0.000717	0.003061
2018.080800	-0.361232	-0.311690	0.495257	0.000810	0.000727	0.003084
2018.083500	-0.363830	-0.310877	0.484718	0.000802	0.000728	0.003048
2018.086200	-0.360562	-0.309603	0.489259	0.000822	0.000746	0.003191
2018.089000	-0.360696	-0.312322	0.478519	0.000787	0.000726	0.003029
2018.091700	-0.361619	-0.310301	0.479719	0.000769	0.000695	0.002896
2018.094500	-0.360956	-0.311009	0.481630	0.000782	0.000706	0.002975
2018.097200	-0.359027	-0.308897	0.479981	0.000785	0.000719	0.002954
2018.099900	-0.358313	-0.308557	0.484180	0.000790	0.000709	0.003001
2018.102700	-0.362614	-0.309933	0.480397	0.000812	0.000739	0.003099
2018.105400	-0.357663	-0.310630	0.485741	0.000810	0.000722	0.003009
2018.108100	-0.359645	-0.310144	0.480015	0.000793	0.000719	0.003019
2018.110900	-0.361092	-0.310700	0.473990	0.000854	0.000770	0.003325
2018.113600	-0.360295	-0.313369	0.479831	0.000786	0.000720	0.002991
2018.116400	-0.360871	-0.312165	0.481873	0.000800	0.000730	0.003052
2018.119100	-0.360498	-0.311426	0.480497	0.000811	0.000729	0.003057
2018.121800	-0.360535	-0.310919	0.477645	0.000830	0.000759	0.003202
2018.124600	-0.361325	-0.311403	0.475787	0.000813	0.000729	0.003096
2018.127300	-0.360641	-0.310796	0.470357	0.000798	0.000723	0.003067
2018.130000	-0.361034	-0.312605	0.473062	0.000810	0.000733	0.003118
2018.132800	-0.362956	-0.309058	0.480795	0.000795	0.000714	0.003071
2018.135500	-0.362160	-0.310946	0.484408	0.000781	0.000698	0.002902
2018.138300	-0.361526	-0.309305	0.476046	0.000788	0.000706	0.002967
2018.141000	-0.362302	-0.311271	0.469967	0.000803	0.000720	0.003075
2018.143700	-0.361204	-0.311592	0.478590	0.000789	0.000713	0.002987
2018.146500	-0.359060	-0.309600	0.477141	0.000826	0.000751	0.003132
2018.149200	-0.359279	-0.313296	0.470772	0.000824	0.000720	0.003091
2018.152000	-0.360837	-0.310686	0.471083	0.000791	0.000713	0.002986
2018.154700	-0.358148	-0.309823	0.486522	0.000783	0.000719	0.002953
2018.157400	-0.357832	-0.312167	0.471664	0.000817	0.000739	0.003126
2018.160200	-0.361021	-0.313037	0.475664	0.000784	0.000714	0.003003
2018.162900	-0.359013	-0.313129	0.483447	0.000796	0.000728	0.003097
2018.165600	-0.360880	-0.311829	0.482967	0.000805	0.000728	0.003089
2018.168400	-0.361954	-0.310800	0.475082	0.000819	0.000734	0.003157
2018.171100	-0.362170	-0.314847	0.475564	0.000821	0.000731	0.003127
2018.173900	-0.360386	-0.315094	0.476794	0.000826	0.000747	0.003188
2018.176600	-0.361275	-0.315158	0.478093	0.000811	0.000746	0.003128
2018.179300	-0.365144	-0.318103	0.471834	0.000823	0.000732	0.003108
2018.182100	-0.363249	-0.313394	0.471817	0.000869	0.000765	0.003291
2018.184800	-0.361244	-0.312771	0.473803	0.000821	0.000731	0.003107
2018.187500	-0.364812	-0.313817	0.473543	0.000817	0.000740	0.003104
2018.190300	-0.361712	-0.312759	0.478737	0.000811	0.000722	0.003110
2018.193000	-0.360485	-0.311911	0.480370	0.000822	0.000743	0.003115
2018.195800	-0.361441	-0.315010	0.476037	0.000809	0.000716	0.003031
2018.198500	-0.361236	-0.313449	0.472376	0.000812	0.000726	0.003089
2018.201200	-0.363781	-0.316075	0.476830	0.000823	0.000743	0.003062
2018.204000	-0.360186	-0.316552	0.466917	0.000826	0.000751	0.003247
2018.206700	-0.360234	-0.317088	0.474451	0.000800	0.000729	0.003054
2018.209400	-0.362366	-0.315182	0.467412	0.000786	0.000703	0.002913
2018.212200	-0.363415	-0.314518	0.470428	0.000779	0.000702	0.002927
2018.214900	-0.364374	-0.315121	0.466670	0.000806	0.000726	0.003071
2018.217700	-0.363115	-0.314967	0.471685	0.000785	0.000720	0.002974
2018.220400	-0.362779	-0.311832	0.468341	0.000821	0.000737	0.003154
